ORCL,5060000000,TECH,AS
MSFT,8430000000,TECH,AS
AAPL,924760000,TECH,PC
DELL,1820000000,TECH,PC
HPQ,2070000000,TECH,DCS
IBM,1190000000,TECH,DCS
AOL,106930000,TECH,IIP
GOOG,322250000,TECH,IIP
KO,2290000000,CG,BEV
PEP,1580000000,CG,BEV
AMZN,452040000,SVC,CMOH
EBAY,1290000000,SVC,CMOH
BAC,10130000000,FIN,MCB
C,2910000000,FIN,MCB
GS,517730000,FIN,MCB
MS,1540000000,FIN,MCB
WFC,5280000000,FIN,MCB
AIG,1900000000,FIN,INS
MRK,3090000000,HC,RXM
PFE,7900000000,HC,RXM
